ObjectId,Country,ISO2,ISO3,Indicator,Unit,Measure,Date,Value
5398,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Andaman Sea,D10/20/1999,49.24
5399,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Arabian Sea,D10/20/1999,-83.3
5400,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Atlantic Ocean,D10/20/1999,16.05
5401,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Bay Bengal,D10/20/1999,-10.15
5402,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Bering Sea,D10/20/1999,-2.46
5403,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Caribbean Sea,D10/20/1999,17.31
5404,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Gulf Mexico,D10/20/1999,79.6
5405,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Indian Ocean,D10/20/1999,-11.08
5406,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Indonesian,D10/20/1999,54.98
5407,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Mediterranean,D10/20/1999,66.23
5408,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Nino,D10/20/1999,5.45
5409,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Atlantic,D10/20/1999,68.67
5410,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Pacific,D10/20/1999,67.35
5411,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Pacific Ocean,D10/20/1999,10.44
5412,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Persian Gulf,D10/20/1999,25.21
5413,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Sea Japan,D10/20/1999,165.08
5414,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Southern Ocean,D10/20/1999,-1.62
5415,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Tropics,D10/20/1999,2.94
5416,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,World,D10/20/1999,10.92
5417,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Yellow Sea,D10/20/1999,164.66
5418,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Adriatic Sea,D10/21/1999,71.76
5419,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Andaman Sea,D10/29/1999,99.64
5420,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Baltic Sea,D10/29/1999,-39
5421,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Bay Bengal,D10/29/1999,-30.25
5422,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Indonesian,D10/29/1999,72.68
5423,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Sea,D10/29/1999,126.41
5424,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Sea Okhotsk,D10/29/1999,27.26
5425,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,South China,D10/29/1999,92.42
5426,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Adriatic Sea,D10/30/1999,99.76
5427,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Arabian Sea,D10/30/1999,-82.1
5428,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Atlantic Ocean,D10/30/1999,10.65
5429,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Bering Sea,D10/30/1999,-30.36
5430,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Caribbean Sea,D10/30/1999,17.71
5431,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Gulf Mexico,D10/30/1999,77.4
5432,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Indian Ocean,D10/30/1999,-10.78
5433,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Mediterranean,D10/30/1999,138.63
5434,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Nino,D10/30/1999,0.05
5435,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Atlantic,D10/30/1999,58.37
5436,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Pacific,D10/30/1999,62.65
5437,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Pacific Ocean,D10/30/1999,1.04
5438,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Persian Gulf,D10/30/1999,9.81
5439,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Sea Japan,D10/30/1999,195.28
5440,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Southern Ocean,D10/30/1999,-10.92
5441,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Tropics,D10/30/1999,-1.16
5442,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,World,D10/30/1999,5.62
5443,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Yellow Sea,D10/30/1999,154.86
5444,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Baltic Sea,D11/07/1999,170.7
5445,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Andaman Sea,D11/08/1999,130.74
5446,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Bay Bengal,D11/08/1999,-21.25
5447,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Indonesian,D11/08/1999,88.38
5448,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Mediterranean,D11/08/1999,58.33
5449,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Sea,D11/08/1999,148.91
5450,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Persian Gulf,D11/08/1999,-21.59
5451,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Sea Japan,D11/08/1999,136.18
5452,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Sea Okhotsk,D11/08/1999,-12.94
5453,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,South China,D11/08/1999,88.02
5454,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Adriatic Sea,D11/09/1999,44.96
5455,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Arabian Sea,D11/09/1999,-87.3
5456,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Atlantic Ocean,D11/09/1999,7.25
5457,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Bering Sea,D11/09/1999,-41.56
5458,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Caribbean Sea,D11/09/1999,16.51
5459,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Gulf Mexico,D11/09/1999,72.3
5460,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Indian Ocean,D11/09/1999,-16.48
5461,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Nino,D11/09/1999,-9.55
5462,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Atlantic,D11/09/1999,63.87
5463,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Pacific,D11/09/1999,53.05
5464,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Pacific Ocean,D11/09/1999,-6.66
5465,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Southern Ocean,D11/09/1999,-24.62
5466,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Tropics,D11/09/1999,-4.86
5467,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,World,D11/09/1999,-0.98
5468,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Yellow Sea,D11/09/1999,93.76
5469,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Baltic Sea,D11/17/1999,41.9
5470,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Bay Bengal,D11/18/1999,-3.35
5471,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Indonesian,D11/18/1999,93.88
5472,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Mediterranean,D11/18/1999,68.33
5473,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Sea,D11/18/1999,68.01
5474,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Pacific Ocean,D11/18/1999,-8.46
5475,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Persian Gulf,D11/18/1999,-23.29
5476,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Sea Japan,D11/18/1999,114.38
5477,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Sea Okhotsk,D11/18/1999,-24.04
5478,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,South China,D11/18/1999,95.02
5479,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Southern Ocean,D11/18/1999,-22.32
5480,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Adriatic Sea,D11/19/1999,102.96
5481,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Andaman Sea,D11/19/1999,85.84
5482,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Arabian Sea,D11/19/1999,-68.1
5483,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Atlantic Ocean,D11/19/1999,6.45
5484,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Bering Sea,D11/19/1999,-25.56
5485,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Caribbean Sea,D11/19/1999,-15.69
5486,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Gulf Mexico,D11/19/1999,42.6
5487,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Indian Ocean,D11/19/1999,-8.48
5488,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Nino,D11/19/1999,-5.45
5489,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Atlantic,D11/19/1999,51.07
5490,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Pacific,D11/19/1999,44.25
5491,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Tropics,D11/19/1999,-3.36
5492,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,World,D11/19/1999,-1.38
5493,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Yellow Sea,D11/19/1999,51.36
5494,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Baltic Sea,D11/27/1999,-35.8
5495,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Andaman Sea,D11/28/1999,72.74
5496,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Arabian Sea,D11/28/1999,-60.3
5497,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Bay Bengal,D11/28/1999,12.35
5498,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Bering Sea,D11/28/1999,-26.16
5499,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Caribbean Sea,D11/28/1999,-6.99
5500,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Gulf Mexico,D11/28/1999,60
5501,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Indian Ocean,D11/28/1999,-4.68
5502,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Indonesian,D11/28/1999,94.08
5503,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Mediterranean,D11/28/1999,12.93
5504,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Nino,D11/28/1999,0.45
5505,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Pacific,D11/28/1999,42.45
5506,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Sea,D11/28/1999,112.71
5507,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Pacific Ocean,D11/28/1999,-5.06
5508,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Persian Gulf,D11/28/1999,14.81
5509,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Sea Japan,D11/28/1999,81.68
5510,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Sea Okhotsk,D11/28/1999,-5.94
5511,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,South China,D11/28/1999,110.42
5512,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Southern Ocean,D11/28/1999,-12.12
5513,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Tropics,D11/28/1999,-0.76
5514,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,World,D11/28/1999,1.62
5515,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Adriatic Sea,D11/29/1999,-26.74
5516,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Atlantic Ocean,D11/29/1999,10.05
5517,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Atlantic,D11/29/1999,45.57
5518,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Yellow Sea,D11/29/1999,8.66
5519,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Baltic Sea,D12/17/1999,221.8
5520,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Sea Okhotsk,D12/17/1999,81.16
5521,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Andaman Sea,D12/18/1999,46.54
5522,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Arabian Sea,D12/18/1999,-48.9
5523,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Atlantic Ocean,D12/18/1999,11.75
5524,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Bay Bengal,D12/18/1999,-9.85
5525,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Bering Sea,D12/18/1999,-3.06
5526,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Caribbean Sea,D12/18/1999,-28.19
5527,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Gulf Mexico,D12/18/1999,27.6
5528,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Indian Ocean,D12/18/1999,4.02
5529,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Indonesian,D12/18/1999,127.58
5530,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Mediterranean,D12/18/1999,52.53
5531,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Nino,D12/18/1999,-2.05
5532,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Atlantic,D12/18/1999,31.07
5533,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Pacific,D12/18/1999,23.35
5534,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Sea,D12/18/1999,46.61
5535,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Pacific Ocean,D12/18/1999,0.84
5536,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Persian Gulf,D12/18/1999,64.61
5537,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Sea Japan,D12/18/1999,40.98
5538,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,South China,D12/18/1999,161.12
5539,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Southern Ocean,D12/18/1999,10.88
5540,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Tropics,D12/18/1999,1.54
5541,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,World,D12/18/1999,7.82
5542,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Adriatic Sea,D12/19/1999,89.56
5543,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Yellow Sea,D12/19/1999,-52.34
5544,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Baltic Sea,D12/27/1999,220.2
5545,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Andaman Sea,D12/28/1999,28.54
5546,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Arabian Sea,D12/28/1999,-33.1
5547,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Atlantic Ocean,D12/28/1999,-1.75
5548,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Bay Bengal,D12/28/1999,15.95
5549,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Bering Sea,D12/28/1999,20.04
5550,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Caribbean Sea,D12/28/1999,-50.29
5551,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Gulf Mexico,D12/28/1999,-32.3
5552,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Indian Ocean,D12/28/1999,15.02
5553,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Indonesian,D12/28/1999,145.78
5554,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Mediterranean,D12/28/1999,-20.97
5555,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Nino,D12/28/1999,-5.25
5556,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Atlantic,D12/28/1999,18.97
5557,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Pacific,D12/28/1999,12.65
5558,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Sea,D12/28/1999,-18.99
5559,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Pacific Ocean,D12/28/1999,1.44
5560,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Persian Gulf,D12/28/1999,66.81
5561,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Sea Japan,D12/28/1999,36.68
5562,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Sea Okhotsk,D12/28/1999,60.66
5563,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,South China,D12/28/1999,112.62
5564,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Southern Ocean,D12/28/1999,17.98
5565,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Tropics,D12/28/1999,-1.26
5566,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,World,D12/28/1999,5.92
5567,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Adriatic Sea,D12/29/1999,-2.64
5568,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Yellow Sea,D12/29/1999,-25.44
5569,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Baltic Sea,D01/06/2000,220.4
5570,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Andaman Sea,D01/07/2000,0.44
5571,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Arabian Sea,D01/07/2000,-29.9
5572,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Atlantic Ocean,D01/07/2000,7.25
5573,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Bay Bengal,D01/07/2000,3.35
5574,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Bering Sea,D01/07/2000,4.44
5575,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Caribbean Sea,D01/07/2000,-37.09
5576,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Gulf Mexico,D01/07/2000,-11.2
5577,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Indian Ocean,D01/07/2000,-0.08
5578,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Indonesian,D01/07/2000,108.88
5579,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Mediterranean,D01/07/2000,-31.07
5580,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Nino,D01/07/2000,-21.05
5581,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Atlantic,D01/07/2000,35.87
5582,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Pacific,D01/07/2000,14.35
5583,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Sea,D01/07/2000,74.91
5584,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Pacific Ocean,D01/07/2000,-13.16
5585,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Persian Gulf,D01/07/2000,43.81
5586,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Sea Japan,D01/07/2000,48.18
5587,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Sea Okhotsk,D01/07/2000,46.26
5588,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,South China,D01/07/2000,19.52
5589,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Southern Ocean,D01/07/2000,9.18
5590,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Tropics,D01/07/2000,-13.86
5591,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,World,D01/07/2000,-2.88
5592,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Yellow Sea,D01/07/2000,14.86
5593,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Adriatic Sea,D01/08/2000,-17.24
5594,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Baltic Sea,D01/16/2000,282.3
5595,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Sea,D01/16/2000,66.51
5596,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Sea Okhotsk,D01/16/2000,-13.64
5597,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Andaman Sea,D01/17/2000,-46.16
5598,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Arabian Sea,D01/17/2000,-16
5599,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Atlantic Ocean,D01/17/2000,13.65
5600,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Bay Bengal,D01/17/2000,7.75
5601,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Bering Sea,D01/17/2000,-26.06
5602,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Caribbean Sea,D01/17/2000,-31.69
5603,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Gulf Mexico,D01/17/2000,-16.8
5604,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Indian Ocean,D01/17/2000,7.22
5605,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Indonesian,D01/17/2000,97.08
5606,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Mediterranean,D01/17/2000,-49.07
5607,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Nino,D01/17/2000,-19.65
5608,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Atlantic,D01/17/2000,22.47
5609,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Pacific,D01/17/2000,-8.15
5610,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Pacific Ocean,D01/17/2000,-17.56
5611,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Persian Gulf,D01/17/2000,87.21
5612,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Sea Japan,D01/17/2000,25.78
5613,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,South China,D01/17/2000,36.82
5614,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Southern Ocean,D01/17/2000,15.28
5615,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Tropics,D01/17/2000,-12.46
5616,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,World,D01/17/2000,-2.98
5617,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Adriatic Sea,D01/18/2000,-32.64
5618,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Yellow Sea,D01/18/2000,-11.64
5619,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Baltic Sea,D01/26/2000,108.3
5620,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,North Sea,D01/26/2000,48.61
5621,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Sea Okhotsk,D01/26/2000,-21.84
5622,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Andaman Sea,D01/27/2000,-73.66
5623,World,,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Millimeters,Arabian Sea,D01/27/2000,-16.2
